"Dates","Price"
"1979-04-16",233.1
"1979-04-17",235.6
"1979-04-18",242.5
"1979-04-19",240.5
"1979-04-20",239
"1979-04-23",243.8
"1979-04-24",244.2
"1979-04-25",245.4
"1979-04-26",245.1
"1979-04-27",248.5
"1979-04-30",249.2
"1979-05-01",247.8
"1979-05-02",248.5
"1979-05-03",249.5
"1979-05-04",250.3
"1979-05-07",251.7
"1979-05-08",247.7
"1979-05-09",252.3
"1979-05-10",252.6
"1979-05-11",249.8
"1979-05-14",254.2
"1979-05-15",255.8
"1979-05-16",258.7
"1979-05-17",259.7
"1979-05-18",274.4
"1979-05-21",272.4
"1979-05-22",270.6
"1979-05-23",279.1
"1979-05-24",280
"1979-05-25",275.3
"1979-05-29",274.4
"1979-05-30",276.3
"1979-05-31",281.1
"1979-06-01",276.9
"1979-06-04",279.9
"1979-06-05",283.9
"1979-06-06",293.9
"1979-06-07",281.6
"1979-06-08",284.6
"1979-06-11",284.6
"1979-06-12",279.4
"1979-06-13",283
"1979-06-14",281.1
"1979-06-15",283.1
"1979-06-18",281.2
"1979-06-19",285
"1979-06-20",282.6
"1979-06-21",284.5
"1979-06-22",284.6
"1979-06-25",286.5
"1979-06-26",281.9
"1979-06-27",280
"1979-06-28",280.3
"1979-06-29",283.8
"1979-07-02",284
"1979-07-03",296.1
"1979-07-05",292.8
"1979-07-06",301.4
"1979-07-09",303.6
"1979-07-10",302.9
"1979-07-11",303.9
"1979-07-12",302
"1979-07-13",301.4
"1979-07-16",308.2
"1979-07-17",310.1
"1979-07-18",312.6
"1979-07-19",312.2
"1979-07-20",313.7
"1979-07-23",317.5
"1979-07-24",318.7
"1979-07-25",316.4
"1979-07-26",317.2
"1979-07-27",317.3
"1979-07-30",307.3
"1979-07-31",297.3
"1979-08-01",300.9
"1979-08-02",295.5
"1979-08-03",295.8
"1979-08-06",290.4
"1979-08-07",294.2
"1979-08-08",303
"1979-08-09",309.1
"1979-08-10",312.7
"1979-08-13",305.8
"1979-08-14",308.8
"1979-08-15",309.6
"1979-08-16",310.2
"1979-08-17",307.3
"1979-08-20",307
"1979-08-21",316.2
"1979-08-22",320.4
"1979-08-23",324.7
"1979-08-24",320.7
"1979-08-27",323.9
"1979-08-28",326.8
"1979-08-29",326
"1979-08-30",329.2
"1979-08-31",326.7
"1979-09-04",330.6
"1979-09-05",340.6
"1979-09-06",339
"1979-09-07",346.3
"1979-09-10",348.9
"1979-09-11",346
"1979-09-12",343.3
"1979-09-13",352.9
"1979-09-14",354.4
"1979-09-17",364.4
"1979-09-18",374.4
"1979-09-19",384.8
"1979-09-20",381.5
"1979-09-21",384.2
"1979-09-24",383.2
"1979-09-25",381
"1979-09-26",389
"1979-09-27",408
"1979-09-28",404.5
"1979-10-01",424.5
"1979-10-02",421
"1979-10-03",402.5
"1979-10-04",382.5
"1979-10-05",393
"1979-10-08",374.5
"1979-10-09",399.5
"1979-10-10",424.5
"1979-10-11",396
"1979-10-12",404
"1979-10-15",407
"1979-10-16",396
"1979-10-17",393
"1979-10-18",393.5
"1979-10-19",400
"1979-10-22",396.8
"1979-10-23",392.5
"1979-10-24",402.5
"1979-10-25",394.7
"1979-10-26",377.7
"1979-10-29",379.5
"1979-10-30",383.5
"1979-10-31",385.7
"1979-11-01",372
"1979-11-02",378.5
"1979-11-05",383.3
"1979-11-06",397.5
"1979-11-07",396
"1979-11-08",394
"1979-11-09",391.2
"1979-11-12",397
"1979-11-13",387
"1979-11-14",392.4
"1979-11-15",388.3
"1979-11-16",410.9
"1979-11-19",408.6
"1979-11-20",393.5
"1979-11-21",394.2
"1979-11-23",415.7
"1979-11-26",401
"1979-11-27",408.6
"1979-11-28",422.5
"1979-11-29",419.5
"1979-11-30",430.5
"1979-12-03",443.7
"1979-12-04",438.5
"1979-12-05",444
"1979-12-06",436.7
"1979-12-07",436
"1979-12-10",446
"1979-12-11",460
"1979-12-12",459.3
"1979-12-13",472
"1979-12-14",474.5
"1979-12-17",479
"1979-12-18",492
"1979-12-19",480
"1979-12-20",481
"1979-12-21",495.5
"1979-12-26",514.3
"1979-12-27",523.5
"1979-12-28",525
"1979-12-31",541
"1980-01-02",582.8
"1980-01-03",607.8
"1980-01-04",611
"1980-01-07",634
"1980-01-08",609
"1980-01-09",605
"1980-01-10",603
"1980-01-11",628
"1980-01-14",722.4
"1980-01-15",704.8
"1980-01-16",754.8
"1980-01-17",790.5
"1980-01-18",845
"1980-01-21",834
"1980-01-22",909.9
"1980-01-23",859.9
"1980-01-24",809.9
"1980-01-25",661
"1980-01-28",659.2
"1980-01-29",709.2
"1980-01-30",681
"1980-01-31",704
"1980-02-01",704
"1980-02-04",677
"1980-02-05",702
"1980-02-06",727
"1980-02-07",710
"1980-02-08",717.5
"1980-02-11",726
"1980-02-12",718.5
"1980-02-13",709
"1980-02-14",690.5
"1980-02-15",680.5
"1980-02-19",655.5
"1980-02-20",673
"1980-02-21",666.5
"1980-02-22",641.5
"1980-02-25",659
"1980-02-26",635.5
"1980-02-27",639
"1980-02-28",650.5
"1980-02-29",640
"1980-03-03",641
"1980-03-04",651.5
"1980-03-05",643
"1980-03-06",618
"1980-03-07",605
"1980-03-10",567.5
"1980-03-11",570.5
"1980-03-12",581.5
"1980-03-13",544
"1980-03-14",530
"1980-03-17",480
"1980-03-18",488.5
"1980-03-19",538.5
"1980-03-20",538.5
"1980-03-21",565
"1980-03-24",549
"1980-03-25",529
"1980-03-26",521
"1980-03-27",463
"1980-03-28",525
"1980-03-31",519
"1980-04-01",515
"1980-04-02",506
"1980-04-03",501.5
"1980-04-07",526.5
"1980-04-08",551.5
"1980-04-09",550
"1980-04-10",544.5
"1980-04-11",544
"1980-04-14",519.5
"1980-04-15",530
"1980-04-16",516
"1980-04-17",522
"1980-04-18",520
"1980-04-21",497
"1980-04-22",510
"1980-04-23",515
"1980-04-24",538
"1980-04-25",547
"1980-04-28",522
"1980-04-29",529
"1980-04-30",507
"1980-05-01",520
"1980-05-02",516
"1980-05-05",523
"1980-05-06",510
"1980-05-07",517
"1980-05-08",512.5
"1980-05-09",515.7
"1980-05-12",510
"1980-05-13",520
"1980-05-14",524.5
"1980-05-15",514.5
"1980-05-16",514.8
"1980-05-19",511
"1980-05-20",512
"1980-05-21",506.5
"1980-05-22",515
"1980-05-23",510
"1980-05-27",524
"1980-05-28",529
"1980-05-29",537.5
"1980-05-30",555
"1980-06-02",576.5
"1980-06-03",569
"1980-06-04",592.5
"1980-06-05",597
"1980-06-06",616
"1980-06-09",633.5
"1980-06-10",608.5
"1980-06-11",594.5
"1980-06-12",609.5
"1980-06-13",613
"1980-06-16",598
"1980-06-17",606.5
"1980-06-18",603
"1980-06-19",613
"1980-06-20",609.5
"1980-06-23",610
"1980-06-24",624
"1980-06-25",623.5
"1980-06-26",633
"1980-06-27",657.5
"1980-06-30",654
"1980-07-01",676
"1980-07-02",667.5
"1980-07-03",676
"1980-07-07",684
"1980-07-08",678.5
"1980-07-09",666.5
"1980-07-10",672
"1980-07-11",670.5
"1980-07-14",645.5
"1980-07-15",620.5
"1980-07-16",628.5
"1980-07-17",620.2
"1980-07-18",614
"1980-07-21",635.1
"1980-07-22",638
"1980-07-23",631.5
"1980-07-24",639.5
"1980-07-25",678
"1980-07-28",673.2
"1980-07-29",661
"1980-07-30",636
"1980-07-31",642
"1980-08-01",640
"1980-08-04",650
"1980-08-05",649.5
"1980-08-06",654
"1980-08-07",656
"1980-08-08",647
"1980-08-11",623
"1980-08-12",633
"1980-08-13",635
"1980-08-14",647.4
"1980-08-15",635
"1980-08-18",640.5
"1980-08-19",642
"1980-08-20",667
"1980-08-21",659
"1980-08-22",658
"1980-08-25",643.3
"1980-08-26",651
"1980-08-27",653.5
"1980-08-28",654
"1980-08-29",656
"1980-09-02",660
"1980-09-03",658
"1980-09-04",673
"1980-09-05",670
"1980-09-08",695
"1980-09-09",693.5
"1980-09-10",703.5
"1980-09-11",713.5
"1980-09-12",704
"1980-09-15",685
"1980-09-16",700
"1980-09-17",692
"1980-09-18",693
"1980-09-19",708
"1980-09-22",733
"1980-09-23",731.5
"1980-09-24",729.5
"1980-09-25",728.5
"1980-09-26",703.5
"1980-09-29",678.5
"1980-09-30",688.5
"1980-10-01",696.5
"1980-10-02",685
"1980-10-03",684.5
"1980-10-06",693.5
"1980-10-07",688
"1980-10-08",690
"1980-10-09",699.5
"1980-10-10",700
"1980-10-13",691.7
"1980-10-14",691.5
"1980-10-15",686
"1980-10-16",677.5
"1980-10-17",665
"1980-10-20",667
"1980-10-21",668
"1980-10-22",660
"1980-10-23",635
"1980-10-24",639
"1980-10-27",640.5
"1980-10-28",642
"1980-10-29",645
"1980-10-30",647.5
"1980-10-31",642
"1980-11-03",655
"1980-11-05",643
"1980-11-06",618
"1980-11-07",607
"1980-11-10",609.5
"1980-11-11",617
"1980-11-12",618.5
"1980-11-13",611
"1980-11-14",621
"1980-11-17",617
"1980-11-18",621.5
"1980-11-19",634
"1980-11-20",645
"1980-11-21",638.5
"1980-11-24",637.5
"1980-11-25",647.8
"1980-11-26",642.5
"1980-11-28",644.5
"1980-12-01",647
"1980-12-02",641.5
"1980-12-03",647.3
"1980-12-04",639.5
"1980-12-05",638
"1980-12-08",630.4
"1980-12-09",608
"1980-12-10",583
"1980-12-11",558
"1980-12-12",587
"1980-12-15",587.5
"1980-12-16",580
"1980-12-17",588
"1980-12-18",583
"1980-12-19",607.5
"1980-12-22",604
"1980-12-23",616
"1980-12-24",617
"1980-12-29",595
"1980-12-30",595
"1980-12-31",599.5
"1981-01-02",594.5
"1981-01-05",601.5
"1981-01-06",605
"1981-01-07",580
"1981-01-08",577.5
"1981-01-09",581
"1981-01-12",566.5
"1981-01-13",565.5
"1981-01-14",573.5
"1981-01-15",562
"1981-01-16",567.5
"1981-01-19",565.5
"1981-01-20",571
"1981-01-21",568
"1981-01-22",557
"1981-01-23",552.5
"1981-01-26",527.5
"1981-01-27",520.5
"1981-01-28",521.4
"1981-01-29",529
"1981-01-30",512.5
"1981-02-02",492.5
"1981-02-03",505
"1981-02-04",500
"1981-02-05",510
"1981-02-06",514
"1981-02-09",527.5
"1981-02-10",517.5
"1981-02-11",507
"1981-02-12",504
"1981-02-13",501
"1981-02-17",507
"1981-02-18",500.5
"1981-02-19",515.5
"1981-02-20",514.5
"1981-02-23",505
"1981-02-24",511
"1981-02-25",504
"1981-02-26",499
"1981-02-27",486.5
"1981-03-02",465
"1981-03-03",476
"1981-03-04",461
"1981-03-05",466.5
"1981-03-06",467
"1981-03-09",475
"1981-03-10",485.5
"1981-03-11",478
"1981-03-12",485
"1981-03-13",488.5
"1981-03-16",495.5
"1981-03-17",509
"1981-03-18",508.5
"1981-03-19",512
"1981-03-20",537
"1981-03-23",527
"1981-03-24",536.5
"1981-03-25",544
"1981-03-26",558.4
"1981-03-27",542.5
"1981-03-30",524.5
"1981-03-31",525.5
"1981-04-01",528
"1981-04-02",528.5
"1981-04-03",532.5
"1981-04-06",538
"1981-04-07",522.5
"1981-04-08",524.5
"1981-04-09",501.5
"1981-04-10",496
"1981-04-13",487
"1981-04-14",492
"1981-04-15",482.3
"1981-04-16",495.5
"1981-04-20",495.7
"1981-04-21",497.5
"1981-04-22",496
"1981-04-23",498
"1981-04-24",491.3
"1981-04-27",491
"1981-04-28",489.8
"1981-04-29",484.5
"1981-04-30",489
"1981-05-01",496
"1981-05-04",486.5
"1981-05-05",486.5
"1981-05-06",484.5
"1981-05-07",487
"1981-05-08",496.5
"1981-05-11",488
"1981-05-12",491.5
"1981-05-13",482
"1981-05-14",486.5
"1981-05-15",479.5
"1981-05-18",485
"1981-05-19",478.5
"1981-05-20",482.5
"1981-05-21",468
"1981-05-22",471
"1981-05-26",465.5
"1981-05-27",483.5
"1981-05-28",494.5
"1981-05-29",492.5
"1981-06-01",487.5
"1981-06-02",487
"1981-06-03",481.5
"1981-06-04",476
"1981-06-05",462.5
"1981-06-08",473
"1981-06-09",469
"1981-06-10",477
"1981-06-11",476
"1981-06-12",476
"1981-06-15",472
"1981-06-16",472.5
"1981-06-17",469
"1981-06-18",467
"1981-06-19",467.5
"1981-06-22",472.3
"1981-06-23",471.2
"1981-06-24",460.5
"1981-06-25",451
"1981-06-26",447
"1981-06-29",432
"1981-06-30",428.5
"1981-07-01",419
"1981-07-02",416.5
"1981-07-06",404
"1981-07-07",409.5
"1981-07-08",407
"1981-07-09",415.5
"1981-07-10",422
"1981-07-13",409
"1981-07-14",414.5
"1981-07-15",414
"1981-07-16",417.5
"1981-07-17",420
"1981-07-20",411
"1981-07-21",411.5
"1981-07-22",408
"1981-07-23",408.7
"1981-07-24",408.2
"1981-07-27",402
"1981-07-28",406.5
"1981-07-29",403.5
"1981-07-30",424.4
"1981-07-31",423.2
"1981-08-03",406.5
"1981-08-04",408.5
"1981-08-05",409.3
"1981-08-06",418.2
"1981-08-07",414.8
"1981-08-10",415.5
"1981-08-11",429
"1981-08-12",423
"1981-08-13",429
"1981-08-14",430.5
"1981-08-17",433
"1981-08-18",455.5
"1981-08-19",456
"1981-08-20",448
"1981-08-21",452.5
"1981-08-24",433
"1981-08-25",427.5
"1981-08-26",430.5
"1981-08-27",436
"1981-08-28",445
"1981-08-31",443.5
"1981-09-01",444.7
"1981-09-02",452.5
"1981-09-03",462.5
"1981-09-04",455.5
"1981-09-08",448.5
"1981-09-09",463.5
"1981-09-10",464.5
"1981-09-11",470
"1981-09-14",476.4
"1981-09-15",469
"1981-09-16",466
"1981-09-17",456.5
"1981-09-18",465
"1981-09-21",482
"1981-09-22",475
"1981-09-23",469.5
"1981-09-24",459.5
"1981-09-25",441.5
"1981-09-28",441.8
"1981-09-29",441.5
"1981-09-30",443
"1981-10-01",440
"1981-10-02",447.5
"1981-10-05",445.5
"1981-10-06",461.5
"1981-10-07",453.5
"1981-10-08",457.5
"1981-10-09",457
"1981-10-12",452
"1981-10-13",456
"1981-10-14",452
"1981-10-15",450.2
"1981-10-16",447.5
"1981-10-19",442.7
"1981-10-20",437.5
"1981-10-21",438
"1981-10-22",439.2
"1981-10-23",436
"1981-10-26",429.8
"1981-10-27",435.3
"1981-10-28",428
"1981-10-29",433.3
"1981-10-30",431.2
"1981-11-02",432.5
"1981-11-03",434.2
"1981-11-04",433.3
"1981-11-05",431.2
"1981-11-06",430.9
"1981-11-09",423.5
"1981-11-10",414.5
"1981-11-11",412.1
"1981-11-12",414
"1981-11-13",415.2
"1981-11-16",401.4
"1981-11-17",405
"1981-11-18",398
"1981-11-19",400.5
"1981-11-20",398
"1981-11-23",394
"1981-11-24",401.8
"1981-11-25",419
"1981-11-27",419.8
"1981-11-30",413.3
"1981-12-01",412
"1981-12-02",429
"1981-12-03",428
"1981-12-04",429
"1981-12-07",424
"1981-12-08",415.8
"1981-12-09",416.8
"1981-12-10",413.5
"1981-12-11",412.5
"1981-12-14",419.5
"1981-12-15",423
"1981-12-16",428.3
"1981-12-17",422.3
"1981-12-18",418.2
"1981-12-21",405.8
"1981-12-22",408.4
"1981-12-23",408
"1981-12-24",406.3
"1981-12-28",397.2
"1981-12-29",399
"1981-12-30",403
"1981-12-31",402.8
"1982-01-04",407.3
"1982-01-05",405.6
"1982-01-06",403
"1982-01-07",402
"1982-01-08",397.5
"1982-01-11",388
"1982-01-12",390
"1982-01-13",379.6
"1982-01-14",378.6
"1982-01-15",372
"1982-01-18",377
"1982-01-19",371.2
"1982-01-20",374.5
"1982-01-21",376.5
"1982-01-22",378.5
"1982-01-25",375.6
"1982-01-26",376.4
"1982-01-27",391.6
"1982-01-28",392.4
"1982-01-29",391.8
"1982-02-01",389.2
"1982-02-02",384.7
"1982-02-03",386.8
"1982-02-04",393.8
"1982-02-05",392
"1982-02-08",386.8
"1982-02-09",387.6
"1982-02-10",391.3
"1982-02-11",384
"1982-02-12",384.9
"1982-02-16",381.8
"1982-02-17",381.1
"1982-02-18",374.1
"1982-02-19",369.3
"1982-02-22",368.8
"1982-02-23",367.7
"1982-02-24",372.4
"1982-02-25",369.8
"1982-02-26",364.5
"1982-03-01",365.8
"1982-03-02",361.6
"1982-03-03",354.2
"1982-03-04",346.8
"1982-03-05",336.3
"1982-03-08",331
"1982-03-09",336
"1982-03-10",338.8
"1982-03-11",330
"1982-03-12",319.6
"1982-03-15",326.2
"1982-03-16",314.5
"1982-03-17",319.3
"1982-03-18",325.2
"1982-03-19",317.7
"1982-03-22",324.6
"1982-03-23",327
"1982-03-24",334.2
"1982-03-25",333.6
"1982-03-26",329.2
"1982-03-29",330.5
"1982-03-30",326.5
"1982-03-31",334.2
"1982-04-01",332.8
"1982-04-02",336.8
"1982-04-05",353.3
"1982-04-06",367
"1982-04-07",357
"1982-04-08",366
"1982-04-12",357.5
"1982-04-13",362.7
"1982-04-14",376
"1982-04-15",371.8
"1982-04-16",366
"1982-04-19",346.5
"1982-04-20",350.5
"1982-04-21",349.1
"1982-04-22",349.6
"1982-04-23",356.7
"1982-04-26",356.5
"1982-04-27",360
"1982-04-28",359.1
"1982-04-29",360.5
"1982-04-30",346.5
"1982-05-03",349
"1982-05-04",346.5
"1982-05-05",339.8
"1982-05-06",335
"1982-05-07",336.5
"1982-05-10",331.5
"1982-05-11",335.8
"1982-05-12",335
"1982-05-13",333.5
"1982-05-14",340
"1982-05-17",336.2
"1982-05-18",342.1
"1982-05-19",342.5
"1982-05-20",344
"1982-05-21",337.2
"1982-05-24",328.8
"1982-05-25",329.5
"1982-05-26",331.7
"1982-05-27",333.3
"1982-05-28",329
"1982-06-01",323.8
"1982-06-02",326.4
"1982-06-03",323.5
"1982-06-04",325.3
"1982-06-07",342.5
"1982-06-08",337.3
"1982-06-09",333.2
"1982-06-10",332.6
"1982-06-11",333.2
"1982-06-14",322.5
"1982-06-15",321
"1982-06-16",321.4
"1982-06-17",312.2
"1982-06-18",308.5
"1982-06-21",305
"1982-06-22",301.5
"1982-06-23",311
"1982-06-24",307.5
"1982-06-25",310.2
"1982-06-28",313.7
"1982-06-29",318
"1982-06-30",317.8
"1982-07-01",316.5
"1982-07-02",315
"1982-07-06",311.5
"1982-07-07",313.5
"1982-07-08",324.7
"1982-07-09",348
"1982-07-12",343.5
"1982-07-13",359.5
"1982-07-14",349.2
"1982-07-15",345.7
"1982-07-16",351.5
"1982-07-19",346.5
"1982-07-20",360.3
"1982-07-21",356.2
"1982-07-22",359.5
"1982-07-23",361.2
"1982-07-26",355.5
"1982-07-27",352.2
"1982-07-28",339.5
"1982-07-29",338.6
"1982-07-30",355.5
"1982-08-02",366.1
"1982-08-03",358
"1982-08-04",363.1
"1982-08-05",356.8
"1982-08-06",355.5
"1982-08-09",346.5
"1982-08-10",343.3
"1982-08-11",344.5
"1982-08-12",348.5
"1982-08-13",344.9
"1982-08-16",348.4
"1982-08-17",354.5
"1982-08-18",368.9
"1982-08-19",384.5
"1982-08-20",396
"1982-08-23",408.7
"1982-08-24",413.2
"1982-08-25",417
"1982-08-26",437.5
"1982-08-27",413
"1982-08-30",419.5
"1982-08-31",418.5
"1982-09-01",415.5
"1982-09-02",440.5
"1982-09-03",465.5
"1982-09-07",481
"1982-09-08",497
"1982-09-09",472
"1982-09-10",452
"1982-09-13",457
"1982-09-14",447
"1982-09-15",454.5
"1982-09-16",454
"1982-09-17",443
"1982-09-20",436
"1982-09-21",447
"1982-09-22",445.5
"1982-09-23",447.3
"1982-09-24",424.3
"1982-09-27",412
"1982-09-28",420.5
"1982-09-29",400
"1982-09-30",404.8
"1982-10-01",413
"1982-10-04",392.5
"1982-10-05",398.4
"1982-10-06",403.8
"1982-10-07",428.8
"1982-10-08",424.5
"1982-10-11",449.5
"1982-10-12",443.5
"1982-10-13",460
"1982-10-14",445.5
"1982-10-15",433
"1982-10-18",439.5
"1982-10-19",427
"1982-10-20",437
"1982-10-21",427.5
"1982-10-22",435.5
"1982-10-25",420.5
"1982-10-26",426.7
"1982-10-27",425
"1982-10-28",422.7
"1982-10-29",423
"1982-11-01",432.5
"1982-11-03",426
"1982-11-04",429.3
"1982-11-05",419
"1982-11-08",407.5
"1982-11-09",414
"1982-11-10",405
"1982-11-11",406
"1982-11-12",410.5
"1982-11-15",406.5
"1982-11-16",411.5
"1982-11-17",408.5
"1982-11-18",413.2
"1982-11-19",414.8
"1982-11-22",406
"1982-11-23",405.3
"1982-11-24",411.5
"1982-11-26",433.9
"1982-11-29",440.6
"1982-11-30",449
"1982-12-01",441.7
"1982-12-02",449.5
"1982-12-03",447.8
"1982-12-06",452
"1982-12-07",458.5
"1982-12-08",444.5
"1982-12-09",449.2
"1982-12-10",441.5
"1982-12-13",449.5
"1982-12-14",436.8
"1982-12-15",443.7
"1982-12-16",446
"1982-12-17",444.2
"1982-12-20",446.9
"1982-12-21",455.5
"1982-12-22",448
"1982-12-23",450.8
"1982-12-27",462.2
"1982-12-28",460
"1982-12-29",465.5
"1982-12-30",453
"1983-01-03",453.4
"1983-01-04",456.7
"1983-01-05",461
"1983-01-06",456.5
"1983-01-07",469.5
"1983-01-10",483.2
"1983-01-11",482.4
"1983-01-12",492.6
"1983-01-13",490
"1983-01-14",490
"1983-01-17",492.5
"1983-01-18",503.8
"1983-01-19",489.6
"1983-01-20",492.5
"1983-01-21",485
"1983-01-24",482.5
"1983-01-25",490
"1983-01-26",499.1
"1983-01-27",504.1
"1983-01-28",502.8
"1983-01-31",518.2
"1983-02-01",511.5
"1983-02-02",515
"1983-02-03",504
"1983-02-04",501
"1983-02-07",501
"1983-02-08",499.2
"1983-02-09",498.3
"1983-02-10",509.5
"1983-02-11",510
"1983-02-14",514.2
"1983-02-15",511.5
"1983-02-16",511
"1983-02-17",508
"1983-02-18",510.5
"1983-02-22",485.5
"1983-02-23",471.5
"1983-02-24",473.7
"1983-02-25",448.7
"1983-02-28",423.7
"1983-03-01",415
"1983-03-02",436
"1983-03-03",433
"1983-03-04",420
"1983-03-07",429.5
"1983-03-08",424.5
"1983-03-09",426.3
"1983-03-10",433
"1983-03-11",429.3
"1983-03-14",438.5
"1983-03-15",427.8
"1983-03-16",419.5
"1983-03-17",420.8
"1983-03-18",416.5
"1983-03-21",421
"1983-03-22",419.5
"1983-03-23",418.5
"1983-03-24",410.5
"1983-03-25",414.5
"1983-03-28",412.3
"1983-03-29",422.2
"1983-03-30",419.5
"1983-03-31",422
"1983-04-04",433.5
"1983-04-05",434.8
"1983-04-06",435.5
"1983-04-07",431
"1983-04-08",427.2
"1983-04-11",436.8
"1983-04-12",437
"1983-04-13",437.4
"1983-04-14",443
"1983-04-15",442.2
"1983-04-18",449.8
"1983-04-19",437.5
"1983-04-20",443
"1983-04-21",439.7
"1983-04-22",443.3
"1983-04-25",440.8
"1983-04-26",442.3
"1983-04-27",435
"1983-04-28",434.2
"1983-04-29",433.5
"1983-05-02",432.3
"1983-05-03",436.4
"1983-05-04",437.7
"1983-05-05",434.8
"1983-05-06",439.5
"1983-05-09",443.8
"1983-05-10",445.3
"1983-05-11",445.7
"1983-05-12",440.4
"1983-05-13",442.8
"1983-05-16",440.2
"1983-05-17",444.3
"1983-05-18",441.2
"1983-05-19",439.3
"1983-05-20",438
"1983-05-23",439
"1983-05-24",437.5
"1983-05-25",440.1
"1983-05-26",444.4
"1983-05-27",442.8
"1983-05-31",418.5
"1983-06-01",411.5
"1983-06-02",417.8
"1983-06-03",418
"1983-06-06",407.5
"1983-06-07",409.9
"1983-06-08",408
"1983-06-09",418
"1983-06-10",412.4
"1983-06-13",418.5
"1983-06-14",416.2
"1983-06-15",413.9
"1983-06-16",419.7
"1983-06-17",417.8
"1983-06-20",420.3
"1983-06-21",422.8
"1983-06-22",424.2
"1983-06-23",425.3
"1983-06-24",426.8
"1983-06-27",419
"1983-06-28",417.5
"1983-06-29",419.3
"1983-06-30",418.5
"1983-07-01",421.2
"1983-07-05",416
"1983-07-06",415.5
"1983-07-07",432.8
"1983-07-08",430.3
"1983-07-11",432.7
"1983-07-12",430
"1983-07-13",426.5
"1983-07-14",422.3
"1983-07-15",421.7
"1983-07-18",426.3
"1983-07-19",424.8
"1983-07-20",430.2
"1983-07-21",423.8
"1983-07-22",425.7
"1983-07-25",428.3
"1983-07-26",426.7
"1983-07-27",425
"1983-07-28",440.2
"1983-07-29",427.4
"1983-08-01",426.5
"1983-08-02",428
"1983-08-03",429.2
"1983-08-04",424.4
"1983-08-05",426.8
"1983-08-08",425.3
"1983-08-09",423
"1983-08-10",424.9
"1983-08-11",423.6
"1983-08-12",426.2
"1983-08-15",432.8
"1983-08-16",432.2
"1983-08-17",434
"1983-08-18",432.7
"1983-08-19",430.3
"1983-08-22",437.6
"1983-08-23",436.8
"1983-08-24",433.4
"1983-08-25",428.7
"1983-08-26",430.8
"1983-08-29",428.5
"1983-08-30",428.5
"1983-08-31",424.8
"1983-09-01",425.8
"1983-09-02",427
"1983-09-06",422.3
"1983-09-07",423.9
"1983-09-08",424.3
"1983-09-09",422.9
"1983-09-12",414
"1983-09-13",415.7
"1983-09-14",416.5
"1983-09-15",413.2
"1983-09-16",418.7
"1983-09-19",421.5
"1983-09-20",419.2
"1983-09-21",419.1
"1983-09-22",419.5
"1983-09-23",423.6
"1983-09-26",421.9
"1983-09-27",420.2
"1983-09-28",417.6
"1983-09-29",411.5
"1983-09-30",407.8
"1983-10-03",396.4
"1983-10-04",398.8
"1983-10-05",402.3
"1983-10-06",400.5
"1983-10-07",405.3
"1983-10-10",408.4
"1983-10-11",403
"1983-10-12",401.8
"1983-10-13",403.7
"1983-10-14",403.7
"1983-10-17",401.6
"1983-10-18",400.3
"1983-10-19",394.8
"1983-10-20",397.5
"1983-10-21",396.8
"1983-10-24",401.8
"1983-10-25",400.8
"1983-10-26",389.3
"1983-10-27",389
"1983-10-28",389.8
"1983-10-31",378.8
"1983-11-01",380.8
"1983-11-02",385.5
"1983-11-03",385
"1983-11-04",382.3
"1983-11-07",383.4
"1983-11-08",383
"1983-11-09",383.5
"1983-11-10",383.4
"1983-11-11",385.7
"1983-11-14",384.1
"1983-11-15",384.2
"1983-11-16",376.3
"1983-11-17",378.2
"1983-11-18",376.3
"1983-11-21",376.7
"1983-11-22",376.2
"1983-11-23",375.7
"1983-11-25",377.2
"1983-11-28",401.7
"1983-11-29",403.8
"1983-11-30",409
"1983-12-01",406.9
"1983-12-02",404.1
"1983-12-05",404.5
"1983-12-06",404.4
"1983-12-07",408.8
"1983-12-08",394
"1983-12-09",393.4
"1983-12-12",395.5
"1983-12-13",395.3
"1983-12-14",393.4
"1983-12-15",385.1
"1983-12-16",377
"1983-12-19",377.3
"1983-12-20",383.4
"1983-12-21",381.7
"1983-12-22",385.7
"1983-12-23",383.6
"1983-12-27",382.9
"1983-12-28",381.6
"1983-12-29",385.5
"1983-12-30",388
"1984-01-03",381.7
"1984-01-04",379.7
"1984-01-05",377.7
"1984-01-06",370
"1984-01-09",367.7
"1984-01-10",370.2
"1984-01-11",372.9
"1984-01-12",371.8
"1984-01-13",372.5
"1984-01-16",371.3
"1984-01-17",370.8
"1984-01-18",370.2
"1984-01-19",375.3
"1984-01-20",372.4
"1984-01-23",366.3
"1984-01-24",366.8
"1984-01-25",367.5
"1984-01-26",366.3
"1984-01-27",375.4
"1984-01-30",375.8
"1984-01-31",379.2
"1984-02-01",384.9
"1984-02-02",391.8
"1984-02-03",391.5
"1984-02-06",387
"1984-02-07",386.2
"1984-02-08",387.3
"1984-02-09",383.6
"1984-02-10",382.5
"1984-02-13",381.8
"1984-02-14",387.8
"1984-02-15",385.7
"1984-02-16",387.4
"1984-02-17",388.7
"1984-02-21",392.4
"1984-02-22",403.5
"1984-02-23",402.8
"1984-02-24",399.5
"1984-02-27",405
"1984-02-28",398.3
"1984-02-29",398.9
"1984-03-01",397.8
"1984-03-02",403.7
"1984-03-05",407.3
"1984-03-06",407
"1984-03-07",401.2
